post_id,channel_id,channel_username,message_date,message_text,message_raw_data,view_count,forward_count,reply_count,media_group_id,has_photo,has_video,edit_date
3,1680634724,centralbank_russia,2022-02-25T07:19:50+00:00,"Банк России принимает все необходимые меры для поддержания финансовой стабильности, стабилизации ситуации на финансовом рынке и обеспечения непрерывности операционной деятельности финансовых организаций.
Вся информация о принятых мерах доступна на этой странице – https://cbr.ru/support_measures/","{""_"": ""Message"", ""id"": 3, ""peer_id"": {""_"": ""PeerChannel"", ""channel_id"": 1680634724}, ""date"": ""2022-02-25 07:19:50+00:00"", ""message"": ""Банк России принимает все необходимые меры для поддержания финансовой стабильности, стабилизации ситуации на финансовом рынке и обеспечения непрерывности операционной деятельности финансовых организаций.\nВся информация о принятых мерах доступна на этой странице – https://cbr.ru/support_measures/"", ""out"": false, ""mentioned"": false, ""media_unread"": false, ""silent"": false, ""post"": true, ""from_scheduled"": false, ""legacy"": false, ""edit_hide"": true, ""pinned"": false, ""noforwards"": false, ""invert_media"": false, ""offline"": false, ""video_processing_pending"": false, ""paid_suggested_post_stars"": false, ""paid_suggested_post_ton"": false, ""from_id"": null, ""from_boosts_applied"": null, ""saved_peer_id"": null, ""fwd_from"": null, ""via_bot_id"": null, ""via_business_bot_id"": null, ""reply_to"": null, ""media"": {""_"": ""MessageMediaWebPage"", ""webpage"": {""_"": ""WebPage"", ""id"": 5169579048734936796, ""url"": ""https://cbr.ru/support_measures/"", ""display_url"": ""cbr.ru/support_measures"", ""hash"": 0, ""has_large_media"": true, ""video_cover_photo"": false, ""type"": ""article"", ""site_name"": ""cbr.ru"", ""title"": ""Меры защиты финансового рынка | Банк России"", ""description"": null, ""photo"": {""_"": ""Photo"", ""id"": 6038435809146812859, ""access_hash"": 1567526152668802050, ""file_reference"": ""b'\\x00it\\xf0A\\x9dd\\xb5b\\x93\\xa2\\xe6<\\x9e\\xdax\\xf8\\x9eo0\""'"", ""date"": ""2025-07-17 14:30:36+00:00"", ""sizes"": [{""_"": ""PhotoStrippedSize"", ""type"": ""i"", ""bytes"": ""b'\\x01\\x15(\\xb80GQ\\x8a\\ns\\xc9\\xaa\\xbeb\\xab\\x05\\xca\\xf2\\x9cg\\xd6\\x994\\xec\\x92\\x80\\xa7\\xf8qG3\\x15\\x91{`\\xf5\\x14\\xbbGj\\x84\\xcc\\xa1\\x0f#!}j\\xbcW\\x06B\\xfb\\x88\\xe9\\xc6h\\xe6c\\xe5E\\xb2\\x06:\\x8cQUd\\x91~ll\\xe0\\x0e\\xd4Q\\xcc\\xc5\\xca\\x8c\\xff\\x001\\x8e\\xd6=EH\\xcc\\xce\\xe0\\xb1\\xcfj(\\xa0\\t\\xcc\\x84\\x83\\xc0\\xe9\\x8f\\xca\\xa1\\x81\\x8e\\xe6\\x03\\x8e\\xdd(\\xa2\\x81\\x8d\\xdc\\xc3w\\xcd\\xd7\\xda\\x8a(\\xa0\\x0f'""}, {""_"": ""PhotoSize"", ""type"": ""m"", ""w"": 320, ""h"": 168, ""size"": 21403}, {""_"": ""PhotoSize"", ""type"": ""x"", ""w"": 800, ""h"": 420, ""size"": 120445}, {""_"": ""PhotoSizeProgressive"", ""type"": ""y"", ""w"": 1200, ""h"": 630, ""sizes"": [8920, 11752, 56856, 91889, 151061]}], ""dc_id"": 4, ""has_stickers"": false, ""video_sizes"": []}, ""embed_url"": null, ""embed_type"": null, ""embed_width"": null, ""embed_height"": null, ""duration"": null, ""author"": null, ""document"": null, ""cached_page"": null, ""attributes"": []}, ""force_large_media"": false, ""force_small_media"": false, ""manual"": false, ""safe"": true}, ""reply_markup"": null, ""entities"": [{""_"": ""MessageEntityUrl"", ""offset"": 264, ""length"": 32}], ""views"": 141831, ""forwards"": 144, ""replies"": null, ""edit_date"": ""2022-02-25 09:26:36+00:00"", ""post_author"": null, ""grouped_id"": null, ""reactions"": {""_"": ""MessageReactions"", ""results"": [{""_"": ""ReactionCount"", ""reaction"": {""_"": ""ReactionEmoji"", ""emoticon"": ""💩""}, ""count"": 8280, ""chosen_order"": null}, {""_"": ""ReactionCount"", ""reaction"": {""_"": ""ReactionEmoji"", ""emoticon"": ""👍""}, ""count"": 625, ""chosen_order"": null}, {""_"": ""ReactionCount"", ""reaction"": {""_"": ""ReactionEmoji"", ""emoticon"": ""❤""}, ""count"": 191, ""chosen_order"": null}, {""_"": ""ReactionCount"", ""reaction"": {""_"": ""ReactionEmoji"", ""emoticon"": ""🤮""}, ""count"": 57, ""chosen_order"": null}, {""_"": ""ReactionCount"", ""reaction"": {""_"": ""ReactionEmoji"", ""emoticon"": ""🤬""}, ""count"": 35, ""chosen_order"": null}, {""_"": ""ReactionCount"", ""reaction"": {""_"": ""ReactionEmoji"", ""emoticon"": ""👎""}, ""count"": 28, ""chosen_order"": null}, {""_"": ""ReactionCount"", ""reaction"": {""_"": ""ReactionEmoji"", ""emoticon"": ""😁""}, ""count"": 24, ""chosen_order"": null}, {""_"": ""ReactionCount"", ""reaction"": {""_"": ""ReactionEmoji"", ""emoticon"": ""🔥""}, ""count"": 21, ""chosen_order"": null}, {""_"": ""ReactionCount"", ""reaction"": {""_"": ""ReactionEmoji"", ""emoticon"": ""🤔""}, ""count"": 20, ""chosen_order"": null}, {""_"": ""ReactionCount"", ""reaction"": {""_"": ""ReactionEmoji"", ""emoticon"": ""🤯""}, ""count"": 18, ""chosen_order"": null}, {""_"": ""ReactionCount"", ""reaction"": {""_"": ""ReactionEmoji"", ""emoticon"": ""😱""}, ""count"": 16, ""chosen_order"": null}], ""min"": false, ""can_see_list"": false, ""reactions_as_tags"": false, ""recent_reactions"": [], ""top_reactors"": []}, ""restriction_reason"": [], ""ttl_period"": null, ""quick_reply_shortcut_id"": null, ""effect"": null, ""factcheck"": null, ""report_delivery_until_date"": null, ""paid_message_stars"": null, ""suggested_post"": null}",141831,144,,,1,0,2022-02-25T09:26:36+00:00
4,1680634724,centralbank_russia,2022-02-25T07:20:39+00:00,"❗️Что важно знать о банках, в отношении которых были введены иностранные санкции:

1. Все они заблаговременно разработали план мер по обеспечению бесперебойного функционирования в условиях санкций, и мы оцениваем эти планы как адекватные ситуации. 

2. Банки сохраняют высокий запас устойчивости и имеют значительный потенциал развития бизнеса по кредитованию российской экономики. Подавляющая часть баланса каждого банка (более 80%) номинирована в рублях. 

3. Банк России готов задействовать дополнительные меры для обеспечения устойчивости и непрерывности операционной деятельности банков, защиты интересов их кредиторов и вкладчиков.

Все операции банков в рублях будут осуществляться, и соответствующие услуги предоставляться всем клиентам в обычном режиме.","{""_"": ""Message"", ""id"": 4, ""peer_id"": {""_"": ""PeerChannel"", ""channel_id"": 1680634724}, ""date"": ""2022-02-25 07:20:39+00:00"", ""message"": ""❗️Что важно знать о банках, в отношении которых были введены иностранные санкции:\n\n1. Все они заблаговременно разработали план мер по обеспечению бесперебойного функционирования в условиях санкций, и мы оцениваем эти планы как адекватные ситуации. \n\n2. Банки сохраняют высокий запас устойчивости и имеют значительный потенциал развития бизнеса по кредитованию российской экономики. Подавляющая часть баланса каждого банка (более 80%) номинирована в рублях. \n\n3. Банк России готов задействовать дополнительные меры для обеспечения устойчивости и непрерывности операционной деятельности банков, защиты интересов их кредиторов и вкладчиков.\n\nВсе операции банков в рублях будут осуществляться, и соответствующие услуги предоставляться всем клиентам в обычном режиме."", ""out"": false, ""mentioned"": false, ""media_unread"": false, ""silent"": false, ""post"": true, ""from_scheduled"": false, ""legacy"": false, ""edit_hide"": false, ""pinned"": false, ""noforwards"": false, ""invert_media"": false, ""offline"": false, ""video_processing_pending"": false, ""paid_suggested_post_stars"": false, ""paid_suggested_post_ton"": false, ""from_id"": null, ""from_boosts_applied"": null, ""saved_peer_id"": null, ""fwd_from"": null, ""via_bot_id"": null, ""via_business_bot_id"": null, ""reply_to"": null, ""media"": null, ""reply_markup"": null, ""entities"": [], ""views"": 136530, ""forwards"": 63, ""replies"": null, ""edit_date"": ""2022-02-25 09:32:17+00:00"", ""post_author"": null, ""grouped_id"": null, ""reactions"": {""_"": ""MessageReactions"", ""results"": [{""_"": ""ReactionCount"", ""reaction"": {""_"": ""ReactionEmoji"", ""emoticon"": ""💩""}, ""count"": 8288, ""chosen_order"": null}, {""_"": ""ReactionCount"", ""reaction"": {""_"": ""ReactionEmoji"", ""emoticon"": ""👍""}, ""count"": 442, ""chosen_order"": null}, {""_"": ""ReactionCount"", ""reaction"": {""_"": ""ReactionEmoji"", ""emoticon"": ""❤""}, ""count"": 138, ""chosen_order"": null}, {""_"": ""ReactionCount"", ""reaction"": {""_"": ""ReactionEmoji"", ""emoticon"": ""🤮""}, ""count"": 56, ""chosen_order"": null}, {""_"": ""ReactionCount"", ""reaction"": {""_"": ""ReactionEmoji"", ""emoticon"": ""🤬""}, ""count"": 35, ""chosen_order"": null}, {""_"": ""ReactionCount"", ""reaction"": {""_"": ""ReactionEmoji"", ""emoticon"": ""🥰""}, ""count"": 14, ""chosen_order"": null}, {""_"": ""ReactionCount"", ""reaction"": {""_"": ""ReactionEmoji"", ""emoticon"": ""👏""}, ""count"": 13, ""chosen_order"": null}, {""_"": ""ReactionCount"", ""reaction"": {""_"": ""ReactionEmoji"", ""emoticon"": ""🤔""}, ""count"": 9, ""chosen_order"": null}, {""_"": ""ReactionCount"", ""reaction"": {""_"": ""ReactionEmoji"", ""emoticon"": ""🎉""}, ""count"": 9, ""chosen_order"": null}, {""_"": ""ReactionCount"", ""reaction"": {""_"": ""ReactionEmoji"", ""emoticon"": ""😁""}, ""count"": 8, ""chosen_order"": null}, {""_"": ""ReactionCount"", ""reaction"": {""_"": ""ReactionEmoji"", ""emoticon"": ""🔥""}, ""count"": 6, ""chosen_order"": null}], ""min"": false, ""can_see_list"": false, ""reactions_as_tags"": false, ""recent_reactions"": [], ""top_reactors"": []}, ""restriction_reason"": [], ""ttl_period"": null, ""quick_reply_shortcut_id"": null, ""effect"": null, ""factcheck"": null, ""report_delivery_until_date"": null, ""paid_message_stars"": null, ""suggested_post"": null}",136530,63,,,0,0,2022-02-25T09:32:17+00:00
5,1680634724,centralbank_russia,2022-02-25T07:32:54+00:00,"Текущий уровень ликвидности российского банковского сектора остается достаточным. Вместе с тем, мы увеличили лимит на аукционе репо «тонкой настройки» 25 февраля 2022 года до 3 трлн рублей с исполнением первой части сделок в день проведения аукциона, второй части — 28 февраля 2022 года. 

Банк России продолжит отслеживать ситуацию с ликвидностью российского банковского сектора и будет с учетом этого уточнять объемы соответствующих операций.","{""_"": ""Message"", ""id"": 5, ""peer_id"": {""_"": ""PeerChannel"", ""channel_id"": 1680634724}, ""date"": ""2022-02-25 07:32:54+00:00"", ""message"": ""Текущий уровень ликвидности российского банковского сектора остается достаточным. Вместе с тем, мы увеличили лимит на аукционе репо «тонкой настройки» 25 февраля 2022 года до 3 трлн рублей с исполнением первой части сделок в день проведения аукциона, второй части — 28 февраля 2022 года. \n\nБанк России продолжит отслеживать ситуацию с ликвидностью российского банковского сектора и будет с учетом этого уточнять объемы соответствующих операций."", ""out"": false, ""mentioned"": false, ""media_unread"": false, ""silent"": false, ""post"": true, ""from_scheduled"": false, ""legacy"": false, ""edit_hide"": false, ""pinned"": false, ""noforwards"": false, ""invert_media"": false, ""offline"": false, ""video_processing_pending"": false, ""paid_suggested_post_stars"": false, ""paid_suggested_post_ton"": false, ""from_id"": null, ""from_boosts_applied"": null, ""saved_peer_id"": null, ""fwd_from"": null, ""via_bot_id"": null, ""via_business_bot_id"": null, ""reply_to"": null, ""media"": null, ""reply_markup"": null, ""entities"": [], ""views"": 106446, ""forwards"": 28, ""replies"": null, ""edit_date"": ""2022-02-25 07:51:24+00:00"", ""post_author"": null, ""grouped_id"": null, ""reactions"": {""_"": ""MessageReactions"", ""results"": [{""_"": ""ReactionCount"", ""reaction"": {""_"": ""ReactionEmoji"", ""emoticon"": ""💩""}, ""count"": 9012, ""chosen_order"": null}, {""_"": ""ReactionCount"", ""reaction"": {""_"": ""ReactionEmoji"", ""emoticon"": ""👍""}, ""count"": 344, ""chosen_order"": null}, {""_"": ""ReactionCount"", ""reaction"": {""_"": ""ReactionEmoji"", ""emoticon"": ""❤""}, ""count"": 137, ""chosen_order"": null}, {""_"": ""ReactionCount"", ""reaction"": {""_"": ""ReactionEmoji"", ""emoticon"": ""🤮""}, ""count"": 38, ""chosen_order"": null}, {""_"": ""ReactionCount"", ""reaction"": {""_"": ""ReactionEmoji"", ""emoticon"": ""🤬""}, ""count"": 24, ""chosen_order"": null}, {""_"": ""ReactionCount"", ""reaction"": {""_"": ""ReactionEmoji"", ""emoticon"": ""🥰""}, ""count"": 17, ""chosen_order"": null}, {""_"": ""ReactionCount"", ""reaction"": {""_"": ""ReactionEmoji"", ""emoticon"": ""🤔""}, ""count"": 15, ""chosen_order"": null}, {""_"": ""ReactionCount"", ""reaction"": {""_"": ""ReactionEmoji"", ""emoticon"": ""👎""}, ""count"": 13, ""chosen_order"": null}, {""_"": ""ReactionCount"", ""reaction"": {""_"": ""ReactionEmoji"", ""emoticon"": ""👏""}, ""count"": 9, ""chosen_order"": null}, {""_"": ""ReactionCount"", ""reaction"": {""_"": ""ReactionEmoji"", ""emoticon"": ""🤯""}, ""count"": 9, ""chosen_order"": null}, {""_"": ""ReactionCount"", ""reaction"": {""_"": ""ReactionEmoji"", ""emoticon"": ""🔥""}, ""count"": 6, ""chosen_order"": null}], ""min"": false, ""can_see_list"": false, ""reactions_as_tags"": false, ""recent_reactions"": [], ""top_reactors"": []}, ""restriction_reason"": [], ""ttl_period"": null, ""quick_reply_shortcut_id"": null, ""effect"": null, ""factcheck"": null, ""report_delivery_until_date"": null, ""paid_message_stars"": null, ""suggested_post"": null}",106446,28,,,0,0,2022-02-25T07:51:24+00:00
7,1680634724,centralbank_russia,2022-02-25T10:37:58+00:00,"💳 Карты всех платежных систем в России продолжают нормально работать

Все платежные банковские карты, выпущенные всеми банками работают и будут продолжать работать на всей территории России для оплаты товаров и услуг, переводов и операций через банкоматы без ограничений.

Все средства клиентов всех банков на счетах, привязанных к картам, сохранены и доступны клиентам в любой момент времени. Карты, выпущенные банками, попавшими под санкции западных государств, также работают и будут работать на всей территории России без ограничений. Средства клиентов на счетах, привязанных к картам, также полностью сохранены и доступны. При этом клиенты банков Группы ВТБ, Совкомбанка, Новикомбанка, Промсвязьбанка, Открытия не смогут расплачиваться картами этих банков за границей и использовать их для оплаты услуг в онлайн магазинах и агрегаторах услуг, зарегистрированных в странах, поддерживающих санкции.

Также карты этих банков не смогут использоваться с сервисами ApplePay, GooglePay, но стандартная контактная или бесконтактная оплата по этим картам доступна в полном объеме на всей территории России.","{""_"": ""Message"", ""id"": 7, ""peer_id"": {""_"": ""PeerChannel"", ""channel_id"": 1680634724}, ""date"": ""2022-02-25 10:37:58+00:00"", ""message"": ""💳 Карты всех платежных систем в России продолжают нормально работать\n\nВсе платежные банковские карты, выпущенные всеми банками работают и будут продолжать работать на всей территории России для оплаты товаров и услуг, переводов и операций через банкоматы без ограничений.\n\nВсе средства клиентов всех банков на счетах, привязанных к картам, сохранены и доступны клиентам в любой момент времени. Карты, выпущенные банками, попавшими под санкции западных государств, также работают и будут работать на всей территории России без ограничений. Средства клиентов на счетах, привязанных к картам, также полностью сохранены и доступны. При этом клиенты банков Группы ВТБ, Совкомбанка, Новикомбанка, Промсвязьбанка, Открытия не смогут расплачиваться картами этих банков за границей и использовать их для оплаты услуг в онлайн магазинах и агрегаторах услуг, зарегистрированных в странах, поддерживающих санкции.\n\nТакже карты этих банков не смогут использоваться с сервисами ApplePay, GooglePay, но стандартная контактная или бесконтактная оплата по этим картам доступна в полном объеме на всей территории России."", ""out"": false, ""mentioned"": false, ""media_unread"": false, ""silent"": false, ""post"": true, ""from_scheduled"": false, ""legacy"": false, ""edit_hide"": true, ""pinned"": false, ""noforwards"": false, ""invert_media"": false, ""offline"": false, ""video_processing_pending"": false, ""paid_suggested_post_stars"": false, ""paid_suggested_post_ton"": false, ""from_id"": null, ""from_boosts_applied"": null, ""saved_peer_id"": null, ""fwd_from"": null, ""via_bot_id"": null, ""via_business_bot_id"": null, ""reply_to"": null, ""media"": null, ""reply_markup"": null, ""entities"": [{""_"": ""MessageEntityBold"", ""offset"": 3, ""length"": 66}, {""_"": ""MessageEntityBold"", ""offset"": 70, ""length"": 1}], ""views"": 140437, ""forwards"": 391, ""replies"": null, ""edit_date"": ""2022-02-25 10:40:12+00:00"", ""post_author"": null, ""grouped_id"": null, ""reactions"": {""_"": ""MessageReactions"", ""results"": [{""_"": ""ReactionCount"", ""reaction"": {""_"": ""ReactionEmoji"", ""emoticon"": ""💩""}, ""count"": 10419, ""chosen_order"": null}, {""_"": ""ReactionCount"", ""reaction"": {""_"": ""ReactionEmoji"", ""emoticon"": ""👍""}, ""count"": 582, ""chosen_order"": null}, {""_"": ""ReactionCount"", ""reaction"": {""_"": ""ReactionEmoji"", ""emoticon"": ""❤""}, ""count"": 165, ""chosen_order"": null}, {""_"": ""ReactionCount"", ""reaction"": {""_"": ""ReactionEmoji"", ""emoticon"": ""🤮""}, ""count"": 45, ""chosen_order"": null}, {""_"": ""ReactionCount"", ""reaction"": {""_"": ""ReactionEmoji"", ""emoticon"": ""🤬""}, ""count"": 38, ""chosen_order"": null}, {""_"": ""ReactionCount"", ""reaction"": {""_"": ""ReactionEmoji"", ""emoticon"": ""🔥""}, ""count"": 12, ""chosen_order"": null}, {""_"": ""ReactionCount"", ""reaction"": {""_"": ""ReactionEmoji"", ""emoticon"": ""👏""}, ""count"": 9, ""chosen_order"": null}, {""_"": ""ReactionCount"", ""reaction"": {""_"": ""ReactionEmoji"", ""emoticon"": ""🤔""}, ""count"": 9, ""chosen_order"": null}, {""_"": ""ReactionCount"", ""reaction"": {""_"": ""ReactionEmoji"", ""emoticon"": ""🎉""}, ""count"": 9, ""chosen_order"": null}, {""_"": ""ReactionCount"", ""reaction"": {""_"": ""ReactionEmoji"", ""emoticon"": ""😢""}, ""count"": 6, ""chosen_order"": null}, {""_"": ""ReactionCount"", ""reaction"": {""_"": ""ReactionEmoji"", ""emoticon"": ""😱""}, ""count"": 5, ""chosen_order"": null}], ""min"": false, ""can_see_list"": false, ""reactions_as_tags"": false, ""recent_reactions"": [], ""top_reactors"": []}, ""restriction_reason"": [], ""ttl_period"": null, ""quick_reply_shortcut_id"": null, ""effect"": null, ""factcheck"": null, ""report_delivery_until_date"": null, ""paid_message_stars"": null, ""suggested_post"": null}",140437,391,,,0,0,2022-02-25T10:40:12+00:00
8,1680634724,centralbank_russia,2022-02-25T13:06:32+00:00,"⚡️Приняты новые меры по поддержке финансового сектора в условиях повышенной волатильности

Они помогут банкам и брокерским организациям управлять ликвидностью, а страховым организациям адаптироваться к повышенной рыночной волатильности. Подробности на нашем сайте – https://cbr.ru/press/pr/?file=25022022_160000SUP_MEAS25022022_155231.htm

Также считаем, что в текущей ситуации кредитным организациям целесообразно рассмотреть вопрос о переносе выплаты дивидендов и бонусов менеджменту. Это является обязательным в случае, если банк планирует использовать надбавки к нормативам достаточности капитала (надбавку поддержания достаточности капитала и надбавку за системную значимость).","{""_"": ""Message"", ""id"": 8, ""peer_id"": {""_"": ""PeerChannel"", ""channel_id"": 1680634724}, ""date"": ""2022-02-25 13:06:32+00:00"", ""message"": ""⚡️Приняты новые меры по поддержке финансового сектора в условиях повышенной волатильности\n\nОни помогут банкам и брокерским организациям управлять ликвидностью, а страховым организациям адаптироваться к повышенной рыночной волатильности. Подробности на нашем сайте – https://cbr.ru/press/pr/?file=25022022_160000SUP_MEAS25022022_155231.htm\n\nТакже считаем, что в текущей ситуации кредитным организациям целесообразно рассмотреть вопрос о переносе выплаты дивидендов и бонусов менеджменту. Это является обязательным в случае, если банк планирует использовать надбавки к нормативам достаточности капитала (надбавку поддержания достаточности капитала и надбавку за системную значимость)."", ""out"": false, ""mentioned"": false, ""media_unread"": false, ""silent"": false, ""post"": true, ""from_scheduled"": false, ""legacy"": false, ""edit_hide"": true, ""pinned"": false, ""noforwards"": false, ""invert_media"": false, ""offline"": false, ""video_processing_pending"": false, ""paid_suggested_post_stars"": false, ""paid_suggested_post_ton"": false, ""from_id"": null, ""from_boosts_applied"": null, ""saved_peer_id"": null, ""fwd_from"": null, ""via_bot_id"": null, ""via_business_bot_id"": null, ""reply_to"": null, ""media"": {""_"": ""MessageMediaWebPage"", ""webpage"": {""_"": ""WebPage"", ""id"": 5169579048479216439, ""url"": ""https://cbr.ru/press/pr/?file=25022022_160000SUP_MEAS25022022_155231.htm"", ""display_url"": ""cbr.ru/press/pr/?file=25022022_160000SUP_MEAS25022022_155231.htm"", ""hash"": 0, ""has_large_media"": true, ""video_cover_photo"": false, ""type"": ""article"", ""site_name"": ""cbr.ru"", ""title"": ""Меры Банка России по поддержке финансового сектора в условиях повышенной волатильности | Банк России"", ""description"": ""Меры защиты финансового рынка"", ""photo"": {""_"": ""Photo"", ""id"": 6038435809146812859, ""access_hash"": 1567526152668802050, ""file_reference"": ""b'\\x00it\\xf0A\\x9dd\\xb5b\\x93\\xa2\\xe6<\\x9e\\xdax\\xf8\\x9eo0\""'"", ""date"": ""2025-07-17 14:30:36+00:00"", ""sizes"": [{""_"": ""PhotoStrippedSize"", ""type"": ""i"", ""bytes"": ""b'\\x01\\x15(\\xb80GQ\\x8a\\ns\\xc9\\xaa\\xbeb\\xab\\x05\\xca\\xf2\\x9cg\\xd6\\x994\\xec\\x92\\x80\\xa7\\xf8qG3\\x15\\x91{`\\xf5\\x14\\xbbGj\\x84\\xcc\\xa1\\x0f#!}j\\xbcW\\x06B\\xfb\\x88\\xe9\\xc6h\\xe6c\\xe5E\\xb2\\x06:\\x8cQUd\\x91~ll\\xe0\\x0e\\xd4Q\\xcc\\xc5\\xca\\x8c\\xff\\x001\\x8e\\xd6=EH\\xcc\\xce\\xe0\\xb1\\xcfj(\\xa0\\t\\xcc\\x84\\x83\\xc0\\xe9\\x8f\\xca\\xa1\\x81\\x8e\\xe6\\x03\\x8e\\xdd(\\xa2\\x81\\x8d\\xdc\\xc3w\\xcd\\xd7\\xda\\x8a(\\xa0\\x0f'""}, {""_"": ""PhotoSize"", ""type"": ""m"", ""w"": 320, ""h"": 168, ""size"": 21403}, {""_"": ""PhotoSize"", ""type"": ""x"", ""w"": 800, ""h"": 420, ""size"": 120445}, {""_"": ""PhotoSizeProgressive"", ""type"": ""y"", ""w"": 1200, ""h"": 630, ""sizes"": [8920, 11752, 56856, 91889, 151061]}], ""dc_id"": 4, ""has_stickers"": false, ""video_sizes"": []}, ""embed_url"": null, ""embed_type"": null, ""embed_width"": null, ""embed_height"": null, ""duration"": null, ""author"": null, ""document"": null, ""cached_page"": null, ""attributes"": []}, ""force_large_media"": false, ""force_small_media"": false, ""manual"": false, ""safe"": true}, ""reply_markup"": null, ""entities"": [{""_"": ""MessageEntityBold"", ""offset"": 2, ""length"": 88}, {""_"": ""MessageEntityUrl"", ""offset"": 266, ""length"": 72}], ""views"": 171795, ""forwards"": 69, ""replies"": null, ""edit_date"": ""2022-02-25 13:12:24+00:00"", ""post_author"": null, ""grouped_id"": null, ""reactions"": {""_"": ""MessageReactions"", ""results"": [{""_"": ""ReactionCount"", ""reaction"": {""_"": ""ReactionEmoji"", ""emoticon"": ""💩""}, ""count"": 11562, ""chosen_order"": null}, {""_"": ""ReactionCount"", ""reaction"": {""_"": ""ReactionEmoji"", ""emoticon"": ""👍""}, ""count"": 384, ""chosen_order"": null}, {""_"": ""ReactionCount"", ""reaction"": {""_"": ""ReactionEmoji"", ""emoticon"": ""❤""}, ""count"": 163, ""chosen_order"": null}, {""_"": ""ReactionCount"", ""reaction"": {""_"": ""ReactionEmoji"", ""emoticon"": ""🤮""}, ""count"": 56, ""chosen_order"": null}, {""_"": ""ReactionCount"", ""reaction"": {""_"": ""ReactionEmoji"", ""emoticon"": ""👎""}, ""count"": 32, ""chosen_order"": null}, {""_"": ""ReactionCount"", ""reaction"": {""_"": ""ReactionEmoji"", ""emoticon"": ""🤬""}, ""count"": 21, ""chosen_order"": null}, {""_"": ""ReactionCount"", ""reaction"": {""_"": ""ReactionEmoji"", ""emoticon"": ""🔥""}, ""count"": 15, ""chosen_order"": null}, {""_"": ""ReactionCount"", ""reaction"": {""_"": ""ReactionEmoji"", ""emoticon"": ""🤔""}, ""count"": 10, ""chosen_order"": null}, {""_"": ""ReactionCount"", ""reaction"": {""_"": ""ReactionEmoji"", ""emoticon"": ""🥰""}, ""count"": 8, ""chosen_order"": null}, {""_"": ""ReactionCount"", ""reaction"": {""_"": ""ReactionEmoji"", ""emoticon"": ""😁""}, ""count"": 8, ""chosen_order"": null}, {""_"": ""ReactionCount"", ""reaction"": {""_"": ""ReactionEmoji"", ""emoticon"": ""😢""}, ""count"": 6, ""chosen_order"": null}], ""min"": false, ""can_see_list"": false, ""reactions_as_tags"": false, ""recent_reactions"": [], ""top_reactors"": []}, ""restriction_reason"": [], ""ttl_period"": null, ""quick_reply_shortcut_id"": null, ""effect"": null, ""factcheck"": null, ""report_delivery_until_date"": null, ""paid_message_stars"": null, ""suggested_post"": null}",171795,69,,,1,0,2022-02-25T13:12:24+00:00
